,title,text,date
362,"인공지능(AI) 시대, 늘어나는 반도체 수요, 이번 기회를 놓치면 끝이다? 26조원 규모 반도체 산업지원 방안","이는 전세계적으로 인공지능(AI) 투자가 확대되면서 반도체 수요가 급증했고, 메모리 반도체 가격이 상승한 덕분인데요. 하지만 그만큼 경쟁이 치열하다는 것을 의미하기도... 06.07~2025.06.06)) #웰컴저축은행 #웰컴디지털뱅크 #저축은행 #반도체 #파운드리 #HBM #미니팹 #팹리스 #반도체클러스터 #삼성전자 #SK하이닉스 #메모리 #메모리반도체 # #AI",2주 전
363,AI 종류 인공지능 직업 개발자 교육 국비지원 취업 내일배움카드 학원,"오늘은 AI종류 어떤것들이 있는지 인공지능 직업 에 대해서 알아보고 AI 교육 국비지원 수업과정 커리큘럼 강의 강좌 수업 내용까지 알아보려고 합니다 요즘에 인공지능개발자 취업, AI개발자 취업 많이 하시려고 하시는데요~ 파이썬 데이터분석, 딥러닝 기술이 필수여서 이런 부분에 맞게 교육과정을 받을 수 있는지 제대로 알아보고 본인 계획 목적에 맞게 기술...",2024.05.25.
364,미국 AI 인공지능 관련주 수혜주 종류,갑자기 AI 인공지능 관련주 수혜주에는 무슨 기업이 있는지 궁금하시데요. 재설씨를 위해 부랴부랴 인공지능 관련주에 대해 공부해서 분야별로 대표 주식들 알려드렸어요~ 오늘 포스팅은 6월 23일 기준으로 상담 내용이니 참고해주세요! 목차 1. 미국 증시 분위기 2. 미국 AI 관련주 수혜주 전망 3. 관련주 종류 4. ARM 주가 추세 5. AI 인에이블링 관련주...,6시간 전
365,AI프로필 제작 캐럿으로 나만의 인공지능 사진 및 그림 만들기,"요즘은 인공지능을 기반으로 앵커를 대체하기도 하고 CF 영상에 AI 캐릭터가 등장하기도 합니다. 정말 신기한 세상에 살고 있으나, 종종 어떻게 만드는지 궁금하기도 했는데요. 예전에는 뭔가 이질적이고 어색하다는 느낌이 들었다면, 요즘은 무엇이 진짜인지 헷갈릴 정도로 사진이나 캐릭터의 퀄리티가 높더라고요. 이번 글에서는 매일 1장 누구나 무료로...",2024.03.25.
366,인공지능 딥러닝 용산 조립컴퓨터 견적 출고,24코어 32스레드를 지원하고 있는 고사양 프로세서로 인공지능 개발용 컴퓨터를 제작할때 많이 선택받고 있는 고사양 프로세서 입니다. 기본클럭 3.2GHz 이며 최대클럭 6.0GHz를... 깔끔하게 선 정리를 완료합니다. 테스트를 완료하고 작동이 잘 되는 상태로 출고 합니다. 이렇게 딥러닝 용산 조립컴퓨터 포스팅을 마칩니다. 감사합니다.,2024.05.21.
367,인공지능 ai 음악 만들기 저작권 정보 및 만드는 방법,"다만, 저작권을 가지려면 창작자가 있어야 하는데 ai 음악은 장작 주체가 인공지능이기 때문에 저작권 귀속 주체를 정하기 어렵습니다. 즉, 현재까지는 ai 음악에 대한 저작권이 없는 상태이며 법적 기준이 모호한 상황입니다. 때문에 ai 음악을 생성하면 저작권 없이 사용이 가능합니다. 본 포스팅에서는 필모라 AI 음악 생성기를 통해 음악 만드는 방법...",2시간 전
368,"사회적 고립가구 위한 인공지능(AI) 스피커 돌봄 서비스 시범 시행, 5월 24일까지 신청 접수","사회적 고립가구를 위한 안전망✋ 서울주택도시공사 등 4개 기관이 사회적 고립가구를 위한 인공지능(AI) 스피커 돌봄 서비스를 시범 시행하고, SH공사 강동구 소재 다가구 매입임대주택 사회적 고립가구 100세대를 대상으로 5월 13~24일 신청 접수받습니다! 서울주택도시공사, 스피커로 사회적 고립가구 24시간 돌본다 서울주택도시공사와 서울시복지재단...",2024.05.13.
369,인공지능의 시대: 2016년의 붐과 그 이후 #AI강의,"영화 속 인공지능 '사만다'의 목소리는 스칼렛 요한슨이 맡았죠. 영화의 결말은 주인공이 '사만다'에게 깊은 애정을 품게 되지만, 결국 사만다가 업그레이드되어 그를 떠나버리는 이야기로 마무리됩니다. 이 결말은 인공지능이 인간과의 관계에서 어떻게 행동할지를 생각하게 만듭니다. 이 영화는 과 인간의 관계에 대한 많은 시사점을 던집니다....",2주 전
370,구글 홈미니 네스트 미니 2세대 인공지능 AI 스피커 4년 사용후기,현재 인공지능 ai 스피커가 많이 보편화되면서 많은 ai 기술력을 가진 스피커가 많이 나오고 있습니다! 하지만 구글에서 나온 네이스트 미니 2세대를 사용해보면서 솔직한 후기를... 좋은 인공지능 스피커라는 점입니다. 처음에 연동만 잘 해놓으면 음성을 통해 음악도 들을 수 있고 날씨도 물어볼 수 있 검색도 할 수 있고 다양하게 활용할 수 있는 게 바로 구글 홈미니...,2024.05.11.
371,마사(MASA) AI 대장 코인 탈중앙화 인공지능 데이터 프로젝트 소개 및 전망,"어떤 기업이 시총 1위를 하느냐는 사실 우리에게 의미는 없고, 두 회사 모두 인공지능에 엄청나게 앞서가고 있다는 것에 집중할 필요가 있습니다. 반도체 시장은 최근 다소 부침을 겪었지만 현재 엄청난 호황이죠. 국내 기업인 하이닉스만 봐도 알 수 있는데요. 하이닉스의 경우 ATH를 지속적으로 기록하고 있습니다. 그만큼 에 대한 기대감이 얼마나...",14시간 전
372,무선이어폰 갤럭시버즈3 프로 스템 생기는 이유!! 실시간 번역 방법과 탑재 그런데 배터리 용량은?,실시간 번역 기능과 인공지능 탑재 삼성전자가 무선이어폰 최신 모델 출시를 앞두고 있는 갤럭시버즈3 프로에 갤럭시S24 울트라에 탑재된 인공지능 기능과실시간 번역 기능을 탑재할 것으로 보입니다. 외국인과 통화를 하면서 실시간으로 어떤 내용을 말하는지 번역을 해 준다는 실시간 번역 기능이 무선이어폰에도 적용된다는 것입니다. 세상이 참 빠르게 변하고...,4주 전
373,인공지능(AI)과 구글의 위기??,"인공지능(AI)과 구글의 위기? 구글(Google, 알파벳A)은 이세돌과 바둑 대결로 유명한 알파고를 시작하며 인공지능 시대를 열었습니다. 또한 세계적으로 수많은 인공지능 전문가를 배출해 내면서 인공지능의 선두 주자 중에 하나로 알려져 있습니다. 그런 구글이 최근 AI를 장착한 검색엔진을 유료화를 검토하고 있다고 합니다. 구글(Google)은 그동안 검색은 무료이고...",2024.04.15.
374,한글과컴퓨터가 론칭한 인공지능 AI 뉴스레터 구독해 보니,OpenAI가 세상에 선보인 ChatGPT를 신호탄으로 인공지능을 활용한 다양한 서비스가 빠른 속도로 등장하고 있다. 전 세계가 미래 먹거리로 부상한 AI에 모든 역량을 투자하고 있기에... 최신 인공지능 트렌드와 국내에는 잘 알려지지 않은 일상 속 도움이 되는 AI 소식을 깔끔하게 정리해서 격주에 한 번씩 발행한다. 이는 국내 오피스 프로그램 기업인 '한글과컴퓨터(한컴)...,2024.04.17.
375,AI활용능력 시험 AICE/한국인공지능자격 시험개요 종류 방식 일정,① 초등학생들 대상으로 하는 Future ② 중고등학생 대상으로 하는 Junior ③ 비전공자에게 권장되는 Basic ④ 코딩이 필요한 Associate ⑤ 최고급 Professional 자격증기본정보 AICE 홈페이지 링크 ↓↓↓↓↓↓↓↓ 한국인공지능자격 한국협회에서 시행중인 자격시험임. 이미 수년전 부터 시행해오고 있음. 자격증취득 절차 시험일정 한국자격센터...,4주 전
376,AI 인공지능 관련주 산업 이제는 클라우드에서 온디바이스 AI로 전환,안녕하세요 오쿤입니다 :) 글로벌 증시를 좌우하고 있는 산업 중 하나를 말해보라 하면 역시 인공지능 관련주 산업을 빼놓을 수 없는 것 같습니다. 작년부터 벌써 2년 가까이 시장을 이끌어가고 있다 해도 과언이 아닌 것 같습니다. 이러한 AI 관련주 산업에서도 새로운 변화가 생겨나고 있습니다. 기존 클라우드 서비스 중심으로 전개되던 산업 흐름이...,3주 전
377,[포토샵]최신인공지능 기능 사용하기,"포토샵의 인공지능 기능이 점점 좋아지는 것 같습니다. 이것을 사용해보려고 하면, 알아야 할 것이 있어서 포스팅 합니다. 먼저 포토샵을 띄워봅니다. 새로 시작해봅니다. 흠.. 인공지능 이미지생성 기능이 보이지 않습니다...왜 일까요? 최신 기능은 베타버전에서 사용해볼 수 있습니다. 베타버전을 사용하기 위해서 creative cloud 앱을 열어보겠습니다. 포토샵...",4일 전
378,지포스 RTX 4090 AI 인공지능 개발용 최고사양 조립PC,오늘은 인텔 14세대 I9-14900K 모델과 지포스 RTX 4090 그래픽카드로 AI 인공지능 개발용 최고사양 조립PC를 제작 하였습니다. 충분한 사양과 성능으로 AI 개발용으로 사용하기... AI 인공지능 개발용 조립PC를 제작할때 많이 선택받고 있는 최고사양 그래픽카드 지포스 RTX 4090 입니다. 이번에 사용된 제조사는 기가바이트 회사 모델로 화이트 색상에 AERO 모델을 넣어...,2주 전
379,감성 인공지능 AI 로봇 리쿠,"▸ 재미톡톡 동화구연 ▸ 율동, 동요 ▸ 안전 교육 7대 영역 ▸ 한글 사전으로 하는 단어 알기 ▸ 로봇 코딩 수업 활용 ▸ 영어 학습 ▸ 달콤 감성 ART ▸한국사 ▸기후와 환경 ▸AI 로봇 리쿠는 단순한 로봇이 아니라 인공지능 기능을 갖추고 있습니다. ▸감성 대화 ▸얼굴 인식 ▸원 운영 관리 프로그램 ▸ 수업 AI로봇 리쿠의 활용 지원 프로그램으로는...",2주 전
380,"인공지능 때문에 사라질 직업들, 현실은?","흥미로운 것은 '인공지능 때문에'라는 단서가 붙어 있다는 점입니다. 02 약 8년 전, 인공지능이 아직은 머나먼 미래로만 여겨지던 시점에 우리는 예술, 창작, 심리와 같은 '고차원적'인 정신 활동이 인간의 전유물이자 최후의 보루라 생각했네요. 실제 현실은 어떻게 됐을까요? AI 시대의 초입을 사는 우리는 이제야 봅니다. 재미(?)있게도 2016년 당시 '이 대체...",2024.05.04.
381,"강원특별자치도, 2024년 인공지능(AI) 바우처 지원사업 역대 최대 성과 달성",안녕하세요~ 강원특별자치도입니다~ 인공지능(AI)!!! 여러분은 AI 잘 활용하고 계시나요? 강원에서는 여러 산업 분야에서 인공지능의 도입과 확산을 위한 노력을 기울이고 있는데요. 강원의 산업 인공지능 역량이 빛을 발해 역대급 국비를 확보하는 성과를 거두었어요. 과학기술정보통신부 주관 2024년 (AI) 바우처 지원사업에서 국비 13억 원을 확보하며 총...,5일 전
382,인공지능 로봇과 그림그리기 대회를 할 수 있는 어린이과학관,"로봇이 우리 생활에 일상적으로 자리 잡는다는 게 아직 상상이 가지 않지만, 불이 난 건물에서 로봇으로 사람을 구하는 시뮬레이션 게임 등을 통해 앞으로 인공지능 기계와 함께하는 우리 삶이 어떻게 변화할지 간접적으로나마 느낄 수 있습니다. 이곳에서 가장 인기 있었던 전시는 로봇과 낱말맞추기 대결하거나 그림 그리기 대결을 하는 것이었습니다. 사람과...",2024.05.22.
383,페르소나 AI 부스 AICC 인공지능 체험 후기.,인공지능 기술이 하루가 멀다 하고 빠르게 발전하고 있어서 속도를 제대로 따라가지 못하면 소외를 받고 있는듯한 기분을 느끼고 있는데요. 그래서 오늘 미래를 선도할 기술을 한자리에서 만나볼 수 있는 IT 전시회 '스마트테크 코리아'를 다녀왔습니다. 그중에서 챗봇과 콜봇으로 각광을 받고 있는 페르소나AI 부스를 방문해서 직접 AICC 을 체험해 봤는데요....,5일 전
384,"인공지능과 함께 디지털 인재로! AI, 학교 수업에 들어오다!?","2022년 초·중등학교 교육과정 총론에서는 인공지능 기술 발전, 사회적 문제 해결을 위한 협력, 학생의 특성과 진로를 고려한 맞춤형 교육 수요 상승 등을 변화된 모습으로 보고... _AI와 인공지능 리터러시 인공지능 리터러시는 기술을 이해하고 적절하게 활용하는 능력을 의미합니다. 디지털 대전환 시대에 살고 있는 우리는 산업 전 분야를 넘어...",2024.03.26.
385,챗GPT 관련주로 본 인공지능 투자 전략 Open AI 전망,최근 인공지능 기술의 급격한 발전과 함께 챗GPT는 투자자들 사이에서 큰 관심을 받고 있다. 특히 OpenAI가 발표한 GPT-4o는 인공지능의 새로운 시대를 여는 중요한 전환점으로 평가받고 있다. 이 글에서는 챗GPT 관련주를 중심으로 투자 전략과 Open AI의 미래를 살펴보고자 한다. 초보 투자자들이 투자에 접근할 때 유용한 정보를 제공하는...,2024.05.22.
386,충청 교육 - [ICT인공지능 온라인 교육] 플랫폼 기반 AI과정·IoT메이커 과정 교육생 모집,"충청 교육 - [ICT인공지능 온라인 교육] 플랫폼 기반 AI과정·IoT메이커 과정 교육생 모집 안녕하세요. 취업비서 인크루트 입니다. 충청권 지역 거점을 통해 신기술 인력을 양성하고 개발자를 지원하여 특화산업에 AI 등 신기술 도입 및 활용 활성화 도모를 위해서 진행되는 충청권 ICT이노베이션스퀘어, 충청 교육 - [ICT 온라인 교육] 플랫폼 기반...",2주 전
387,"AI발명, 권리는 누구에게? 인공지능 지식재산권","인공지능(artificial intelligence, A.I.) 인간의 지적 능력 중 일부 또는 전체를 인공적으로 구현하는 기술 인공지능은 인간의 지능을 대신해서 일을 할 수 있는 소프트웨어나 하드웨어를 모두 포함하는 큰 개념입니다. 기계학습은 기존의 데이터를 분석하여 자체적으로 동작하는 것을 말하는데요. 이때, 기존의 데이터를 만드는 방법에 따라 지도 학습, 비지도 학습, 강화...",2024.05.14.
388,"AI(조류 독감/인플루엔자) 관련주이면서 AI(인공지능) 수혜주들.. 꿈틀하나? (ft. 노바백스, 모더나, 화이자...",미국 증시 인공지능 테마의 중심에 있는 엔비디아가 뜨거운 가운데 또 다른 ‘AI'에 관한 뉴스들도 보여 가져와 봤습니다. 또 다른 AI는 ’조류 인플루엔자(조류 독감)‘을 말하는... 신약 개발사들이 인공지능(AI)으로 인해 신약 개발 기간 및 비용을 줄일 수 있는 대표적인 향후 수혜 업종으로도 언급이 많이들 되고 있으니 ‘AI+AI’ 테마로 관심을 받을 가능성도 있지...,3주 전
389,애플 WWDC 앞두고 주가는 하락 / MS의 인공지능과 Xbox,"마이크로소프트는 인공지능 연구개발을 OpenAI에 효과적으로 아웃소싱하고 있다고 말했다. 사티아 나델라의 말은 아니고 Okta의 CEO인 토드 맥키논의 말.... 답인지, 아무것도 확신할 수 없기 때문이다. 인공지능 외에도 Xbox 콘솔 신제품도 공개했다. Microsoft’s Xbox refresh can't compete with its leaked roadmap © billyfreeman, 출처 Unsplash",3주 전
390,[ChatGPT 교육] '생성형 인공지능의 이해 및 사용법' 실습 강의 진행(5회차),"한국폴리텍대학 인재개발원(남원시 소재) 직급별 교육에서 일반직 3급 약 50명의 직원분들을 대상으로 '생성형 인공지능의 이해 및 사용법'에 관한 주제로 실습형 강의를 했습니다.... 듀얼 모니터와 헤드셋이 갖추어진 전산실에서, LLM을 이용한 텍스트 생성, 음악 생성, 이미지 및 동영상 생성 등 다양한 생성형 툴의 이론부터 실습까지 콘텐츠를 만드는...",1일 전
391,간단한 인공지능으로 앱 만들기 하자,(nocode)와 인공지능(AI) 기술의 발전으로 누구나 쉽게 자신만의 앱을 만들 수 있는 시대가 도래했습니다. 노코드란? 프로그래밍 언어를 모르는 사람들도 복잡한 코드를 작성하지 않고도 앱이나 웹사이트를 만들 수 있게 해주는 기술입니다. 사용자는 드래그 앤 드롭 같은 간단한 인터페이스를 통해 앱의 구성 요소를 선택하고 조합할 수 있습니다. 의 역할...,2024.05.14.
392,"[인공지능] 당신의 뇌를 바꾸시겠습니까? (EBS 지식채널, 머스크의 개발)","인간 vs 인공지능대비 일론 머스크의 도전(BCI 개발) 지금 인류 최고의 관심사는 인공지능(AI, Artificial Intelligence) 개발. 이세돌과 AI 바둑대결 인류 수준의 학습능력, 문제해결능력을 넘어 창의적 사고까지 만들어낼 것이라는 기대감은 우리보다 나은 인류를 지배할 수 있을만큼 빠르게 발전하고 있는 #개발 #발전 에 대한 경계감 이미...",2024.05.25.
393,"국내 ai 관련주 전망, 인공지능 주식 top3","오늘은 국내 ai 관련주 전망, 인공지능 주식 top3에 대해 알아보겠습니다. 미국 빅테크들의 인공지능 투자 확대 소식이 불거지면서 국내에서도 ai 관련주가 강세를 보이고 있습니다. 안그래도 요즘 계속해서 인공지능에 대한 여러 가지 시스템들이 공개가 되면서 많은 관심이 쏠리고 있는데요. 관련주들에는 어떤 것들이 있는지 살펴보도록 하겠습니다. 국내 ai...",2024.05.01.
394,인공지능 AI 블루투스 스피커 하만카돈 스펙 기능 추천,"하만카돈 스피커 특징 하만카돈 PVS400A-S의 가장 큰 특징은 360도 전 방향으로 음성을 인식할 수 있는 인공지능 기능입니다. 이를 통해 지니뮤직 뿐만 아니라 라디오, 팟캐스트, 날씨... 지금까지 살펴본 하만카돈 인공지능 AI 스피커 하만카돈은 가격 대비 탁월한 성능을 제공하기 때문에 우리 일상생활속에서 다양한 공간에서 좋은 음악을 제공받고 싶은...",2024.04.25.
395,한컴AI 인공지능 IA기업으로 발돋움,한컴에서 한국판 코파일럿이라고 할 수 있는 인공지능 AI 프로그램인 한컴 어시스턴트를 내년 상반기에 출시한다고 합니다. 이번 한컴 어시스턴트는 스마트 문서 작성 엔진을 기반으로 여러 LLM(대형언어모델)과 연결되어 동작하는 AI 지능형 문서 작성 도구로 자연어로 명령하면 LLM을 거쳐 내용을 이해하고 의도를 분석해 자동으로 문서 생성을 도와주는 기술입니다....,2024.01.11.
396,"대구시교육청, 인공지능(AI)·에듀테크 활용 초등 영어수업교사 역량 강화 연수","대구시교육청, 인공지능(AI)·에듀테크 활용 초등 영어수업교사 역량 강화 연수 대구 뉴스/교육 2024. 5. 8. 16:55 대구시교육청은 5월 8일(수) 대구교육연수원에서 관내 초등 영어수업교사 및 영어회화전문강사 80여 명을 대상으로 ‘(AI)·에듀테크 활용 역량 강화 연수’를 개최한다. 대구시교육청 이번 연수는 디지털 대전환 시대에 대응하여 초등...",2024.05.08.
397,"인공지능의 폐해, 기사의 완성도 저하가 우려","요즘 뉴스 기사들을 보면 (인터넷 기사겠죠) 인공지능, 특히 ChatGPT를 활용한 이미지가 눈에 많이 띄입니다. 문제는... 바로 문제는요. 그 이미지들이 기사와는... #인공지능 #ChatGPT #AI활용 #뉴스기사 #금융감독원 #직원이탈 #조직쇄신 #딜로이트컨설팅 #연봉 #업무강도 #조직문화 #AI생산성 #AI이미지 #뉴스품질 #AI결과물활용...",2일 전
398,인공지능 작곡 사이트 SOUNDRAW AI작곡 프로그램 사용 후기,얼리어답터 리뷰/IT정보 인공지능 작곡 사이트 SOUNDRAW AI작곡 프로그램 사용 후기 by 엔돌슨 2024. 4. 7. 인공지능 작곡 사이트 SOUNDRAW AI작곡 프로그램 사용 후기 SOUNDRAW는 AI 기술을 이용한 작곡 프로그램 중 하나로 영어를 기반으로 제작되었지만 홈페이지에서 한글 자동 번역 기능을 활성화할 수 있습니다. 복잡한 부분은 영어와 한글이 섞여 나오기도 하지만...,2024.04.07.
399,"ETRI, 『감성 인공지능 : 인간 이해와 감성 증강』 발간","본 도서는 ETRI 휴먼증강연구실 기획으로 KAIST, 중앙대학교, 한양대학교, 상명대학교, 숙명여자대학교, 서경대학교, 한국지능정보사회진흥원, ㈜이모셔니스트, ㈜디스퀘어 등 감성 인공지능 분야에서 활발히 활동하고 있는 산·학·연 전문가 13명이 참여해 공동 집필한 것으로, 율곡출판사에서 펴냈습니다.",2024.05.20.
400,공공·민간 맞춤형 일자리 정보 추천 ··· ‘인공지능(AI) 일자리 매칭’ 서비스,AI가 일자리 추천 민간취업포털 전 직종으로 확대 6월부터 구직자는 고용서비스 통합포털 고용24에서 ‘인공지능(AI) 일자리 매칭’ 서비스를 통해 나에게 맞는 맞춤형 일자리를 추천받을 수 있습니다. 특히 일자리 정보도 현재 워크넷 및 민간취업포털 정보기술(IT) 직종에서 민간취업포털 전 직종으로 확대됩니다. 오는 10월까지 단계적으로 늘려갈 계획으로 앞으로...,2주 전
401,"화원고, 교육과정 연계 인공지능 융합 프로그램···인공지능·에듀테크 활용 수업 진행","화원고, 교육과정 연계 인공지능 융합 프로그램···인공지능·에듀테크 활용 수업 진행 카테고리 없음 2024. 5. 16. 15:50 화원고등학교는 오는 5월 24일(금)까지 교육과정과 연계한 인공지능 융합 프로그램을 운영한다고 16일(목) 밝혔다. 올해 처음 선보이는 이 프로그램은 영어, 수학, 과학, 역사, 기술, 음악, 체육, 중국어, 정보 등 9개 교과, 11명의 교사가 생성형 AI와...",2024.05.16.
402,"[주기동] 설명가능 인공지능 기술 동향 및 핵심 과제 (2134, 20240522) (1/2)","서론 지난 몇 년간 인공지능(Artificial Intelligence: AI)의 비약적인 발전은 실생활의 여러 응용 분야에 AI 시스템의 활용을 촉진하였다. 특히, 기계학습(Machine Learning: ML) 및... 학습한 인공물이나 개념의 품질을 추론할 수 있는지 여부는 아직 미해결 과제 생성형 모델을 설명하기 위한 유망한 방법으로는 기계론적 해석 가능성(mechanistic interpretability)...",1일 전
403,LG 유플러스 AI 혁신 가속화 인공지능 AX 익시 Company로 도약,"이번 시간에는 LG유플러스 AI 혁신 가속화 인공지능 익시 AX Company로 도약에대해 알아보도록하겠습니다. AI 인공지능 기술은 이제 일상 속에 자리잡아 가고 있는데요. 스마트폰의 음성 인식 기능부터 가정용 로봇 청소기에 이르기까지, AI 기술은 다양한 형태로 우리 생활 곳곳에 스며들고 있고요. 디지털 기술이 발전함에 따라 AI의 역할은 앞으로 더욱 확대될...",3주 전
404,"""AI(인공지능)가 연령대별 일자리 추천""… '고용24' 맞춤서비스 강화","* (잡케어) 노동시장 정보 추가 제공 (현재 8종 → 13종, 5종 추가) 전 생애에 걸친 경력단계에서 진로탐색·설계를 지원하기 위해 인공지능(AI)·빅데이터 기반으로 ①직무역량 분석 ②... 편도인 고용지원정책관은 “최근 온라인·디지털 서비스 이용이 증가하는 만큼 앞으로도 (AI) 기술을 접목한 새로운 서비스를 수요자의 의견을 반영해 지속 확대해...",3주 전
405,"인공지능과의 안전한 공존, 서울에서 묻다 AI 서울 정상회의","인공지능에게 지배당하는 미래, 영화에서 한 번쯤은 보셨을 겁니다. 인공지능이 발전하면서 수많은 가짜 뉴스와 가짜 영상들이 만들어지고 있는 지금, 더 이상 SF 영화 속 허무맹랑한 이야기만은 아닌데요. 인공지능에 의해 미래가 위험해지는 것을 막고자 지난 11월 영국 블레츨리에서는 AI 안전 회의가 진행되었습니다. 미국, 독일, 일본, 프랑스 등 우리나라를...",4주 전
406,직장에서 쓰기 좋은 AI 챗봇 인공지능 챗 GPT 종류 총 정리!,"직장에서 쓰기 좋은 AI 챗봇 인공지능 챗 GPT 종류 총 정리! 요즘 인공지능 챗 GPT 등을 많이 사용하고 있습니다. 대학생들이 과제를 할 때 맞춤법이나 개요를 잡아주기도 하고, 직장인들이 업무 관련 파일을 만들거나 메일을 쓸 때에도 챗 GPT가 아주 멋지게 도와주곤 하죠. 챗 GPT의 유용함이 잘 알려진 이후로 여기저기서 AI 챗봇을 출시하고 있는데요. 오늘은 AI...",3주 전
407,인공지능과 코딩으로 꿈꾸던 북튜버 되기,"광명도서관 이야기가 있는 코딩 책 읽기를 통해 확장된 사고력과 상상력을 인공지능, 코딩 등의 디지털 기술로 직접 구현해 보는 특색있는 프로그램이 찾아옵니다.... '를 읽은 후 다양한 독후 활동으로 책의 내용을 파악하고 창의적인 생각들로 발전시킨 후 전문 강사의 지도 아래 , 메타버스, 코딩 등의 디지털 기술을 배우게 됩니다. 그리고 이를...",4일 전
408,"DX 디지털 대전환 시대 AX 인공지능 대전환 AI Home과 UI, UX의 변화는?","오늘의 책, 인공지능관련된 책인데요. 어렵지 않은 아주 쉽고 일상생활에 접목된 얘기가 가득 준비되어있어요. 바로 출발해볼까요? 책 제목은 <DX 디지털 대전환 시대 AX 인공지능 대전환> 시작합니다! 컨티뉴언 독서 인사이트 이 책의 프롤로그에서 볼 수 있듯이 변화를 말하고 있습니다. , 지금 2024년의 가장 큰 변화의 핵이라 할 수 있죠. 여러분들은 어떻게...",4주 전
409,"과기정통부, 인공지능-반도체 전략 구상 연구개발 현장 점검","방문하여 인공지능(AI)·디지털 분야 연구자들과 소통하고 AI, AI반도체 등 이니셔티브 관련 R&D 추진현황을 점검하였습니다. 이번 방문은 지난 4월 9일 윤석열 대통령의 AI-반도체 이니셔티브 추진 방향 제시 이후 정부가 최근 발표한 게임체인저 기술 분야의 이니셔티브 실현을 위한 ETRI의 연구개발(R&D) 현황을 살펴보고, 지난 5월에 열린 AI 서울 정상회의에서 다룬...",2주 전
410,"[과학향기 Story] 딥러닝, 똑똑한 인공지능을 만든 비밀","사람처럼 지능을 가진 기계에 대한 꿈은 컴퓨터가 없던 시대까지 거슬러 올라갈 수 있을 정도로 그 역사가 오래되었다. 그러다 1950년, 영국 수학자 앨런 튜링이 기계 역시 생각할 수... 하지만, 사람들은 능동적으로 문제를 해결할 수 있는 을 원했다. 이에 인공신경망, ‘딥러닝’에 대한 관심이 커지기 시작한 것이다. 딥러닝은 인간의 신경 구조를 본떠...",4주 전
411,인공지능 반려로봇 에일릭 아이들의 새로운 친구 🤖어린이 로봇 선물 추천,"얼리어답터 리뷰/IT정보 인공지능 반려로봇 에일릭 아이들의 새로운 친구 🤖어린이 로봇 선물 추천 by 엔돌슨 2024. 4. 20. 인공지능 반려로봇 에일릭 아이들의 친구 🤖어린이 로봇 선물 추천 요즘 AI 인공지능 반려로봇이 인기라서 딸아이에게 에일릭 로봇하고 루나 로봇을 사주었습니다. 그 외에도 다양한 로봇 강아지를 사주었는 데, 그중에서 에일릭 로봇은 아주...",2024.04.20.
412,인공지능(AI) 디지털교과서 개발에 대해 학교 현장의 의견을 듣는다,첨부파일 [교육부 06-14(금) 석간보도자료] 인공지능(AI) 디지털교과서 개발에 대해 학교 현장의 의견을 듣는다.pdf 2024년 인공지능(AI) 디지털교과서 현장적합성 검토 지원단 발대식 개최 현장 활용도가 높은 인공지능(AI) 디지털교과서 개발을 위해 전 과정에서 의견 제시 교육부(부총리 겸 교육부장관 이주호)와 한국교과서연구재단(이사장 전우홍)은 6월 14일(금)...,2주 전
413,스마트워크 및 인공지능 활용 방법 무료 강의 안내,인공지능 등의 활용법을 익혀서 더 스마트하고 신속한 업무 스킬을 배울 수 있는 과정이 오픈됩니다. IT 특강 [ 스마트 업무 솔루션 ] 일정 : 2024년 6월 15일 토요일 오전 10시 ~ 오후 12시 30분(2시간 30분) 장소 : Zoom(비대면) 강사 : 구기모 수강 대상 : 업무 효율 및 생산성 향상을 원하는 재직 및 구직 여성 강의 내용 : 클라우드와 을...,2024.05.22.
414,인공지능융합대학 2024년 공학설계입문 작품전시회 심사 진행,인공지능융합대학 2024년 공학설계입문 작품전시회 심사 진행 안녕하세요. 인공지능융합대학 2024년 공학설계입문 작품전시회가 있었습니다. 출강하고 있는 학교에서 작품전시회가 있어 평가 위원으로 참석했습니다. 한 학기 동안 창의설계입문 과목을 통해 디자인 싱킹을 공부하고 아이데이션을 하여 시제품을 제작합니다. 이번 학기에도 다양하고 아이디어 있는...,3주 전
415,"AI 제품사진 인공지능 이미지 편집 사이트, 드랩아트 사용 후기","그래서 오늘은 제품사진 및 이미지들을 생성형 인공지능 서비스로 깔끔한 이미지, 원하는 이미지로 변경해주는 사이트를 소개해드리려고 합니다. 제가 소개해드리는 사이트는... 스마트스토어 운영 방법 등 여러가지 꿀팁들을 공식 블로그에서 제공하고 있습니다. 참고하시면 좋을 것 같네요. 지금까지 제품사진 편집 사이트, 드랩아트 사용 후기를 알려드렸습니다.",2024.05.08.
416,제품사진 이미지 촬영 인공지능 드랩아트 쇼핑몰 제작 쉽게 가능,"제품사진 이미지 촬영 인공지능 드랩아트 쇼핑몰 제작 쉽게 가능 안녕하세요. 사진&IT 크리에이터 자유분방입니다. 예전에 아는 분이 쇼핑몰 제작 후 사진을 촬영하기 위해서... 이번 글에서는 스마트스토어, 쇼핑몰 등을 운영할 때 제품사진을 쉽게 수급할 수 있는 기반 사진 제작사이트로 '드랩아트'를 소개 드려보도록 하겠습니다. 드랩아트 Draph Art 바로...",2024.04.30.
